PhotoID,UserID,Date,Latitude,Longitude,Address
7454337844,84013956@N00,32:34.0,17.424288,78.48673,"MARIOTT, 500080, SECUNDERABAD, TELANGANA, INDIA"
13357228635,37313707@N00,03:05.0,22.260638,84.884519,"32 PEARLS DENTAL CLINIC AND ADVANCE IMPLANT CENTRE, SECTOR-20, 769014, SECTOR-20, ODHISA, INDIA"
411168545,34662197@N00,04:33.0,20.2659,85.842361,"GOVT. RAILWAY POLICE STATION, BHUBANESWAR, LANE NUMBER 1, BUDHESWARI COLONY, 751006, LANE NUMBER 1, BUDHESWARI COLONY, BHUBANESWAR, ODHISA, INDIA"
592786481,14391210@N00,55:25.0,18.553152,73.813598,"LANE NO. 4, 411027, LANE NO. 4, PUNE, MAHARASHTRA, INDIA"
2567715300,25654955@N03,40:47.0,28.60144,77.199897,"TEEN MURTI BHAVAN, TEEN MURTI MARG, 110004, TEEN MURTI MARG, NEW DELHI, DELHI, INDIA"
3693148663,30889436@N05,58:47.0,28.015487,73.33418,"TULSI DHARNIA MEMORIAL CANCER HOSPITAL, SADULGANJ, 334003, SADULGANJ, BIKANER, RAJASTHAN, INDIA"
3716387792,22098403@N00,25:21.0,28.643443,77.11647,"RAJOURI GARDEN, DELHI, INDIA"
6393392049,59407447@N06,30:21.0,12.999143,77.701744,"MLR CONVENTION CENTER, 2/E1, DEVASDABDAR NEAR PHOENIX MARKET CITY WHITEFIELD, ITPL MAIN RD, BHADRAPPA LAYOUT, KEB COLONY, INDUSTRIAL AREA, HOODI, 560048, 2/E1, DEVASDABDAR NEAR PHOENIX MARKET CITY WHITEFIELD, ITPL MAIN RD, BHADRAPPA LAYOUT, KEB COLONY, INDUSTRIAL AREA, HOODI, BENGALURU DIVISION, INDIA"
7454337844,84013956@N00,32:34.0,17.424288,78.48673,"MARIOTT, 500080, SECUNDERABAD, TELANGANA, INDIA"
13357228635,37313707@N00,03:05.0,22.260638,84.884519,"32 PEARLS DENTAL CLINIC AND ADVANCE IMPLANT CENTRE, SECTOR-20, 769014, SECTOR-20, ODHISA, INDIA"
4295217592,60955494@N00,19:49.0,25.31889,83.007545,"TANDON MULTISPECIALITY HOSPITAL AND ISHITA MODERN EYE CARE CENTRE, ST. KABIR ROAD, 221001, ST. KABIR ROAD, VARANASI, UTTAR PRADESH, INDIA"
5017486356,34406101@N05,00:00.0,19.110838,72.829872,"UNION BANK OF INDIA, GURU NANAK ROAD, 400058, GURU NANAK ROAD, MUMBAI, MAHARASHTRA, INDIA"
9655957158,87686038@N07,56:53.0,26.954708,75.842822,"AMER ROAD, 302001, JAIPUR MUNICIPAL CORPORATION, RAJASTHAN, INDIA"
411168545,34662197@N00,04:33.0,20.2659,85.842361,"GOVT. RAILWAY POLICE STATION, BHUBANESWAR, LANE NUMBER 1, BUDHESWARI COLONY, 751006, LANE NUMBER 1, BUDHESWARI COLONY, BHUBANESWAR, ODHISA, INDIA"
592786481,14391210@N00,55:25.0,18.553152,73.813598,"LANE NO. 4, 411027, LANE NO. 4, PUNE, MAHARASHTRA, INDIA"
2567715300,25654955@N03,40:47.0,28.60144,77.199897,"TEEN MURTI BHAVAN, TEEN MURTI MARG, 110004, TEEN MURTI MARG, NEW DELHI, DELHI, INDIA"
3693148663,30889436@N05,58:47.0,28.015487,73.33418,"TULSI DHARNIA MEMORIAL CANCER HOSPITAL, SADULGANJ, 334003, SADULGANJ, BIKANER, RAJASTHAN, INDIA"
3716387792,22098403@N00,25:21.0,28.643443,77.11647,"RAJOURI GARDEN, DELHI, INDIA"
6393392049,59407447@N06,30:21.0,12.999143,77.701744,"MLR CONVENTION CENTER, 2/E1, DEVASDABDAR NEAR PHOENIX MARKET CITY WHITEFIELD, ITPL MAIN RD, BHADRAPPA LAYOUT, KEB COLONY, INDUSTRIAL AREA, HOODI, 560048, 2/E1, DEVASDABDAR NEAR PHOENIX MARKET CITY WHITEFIELD, ITPL MAIN RD, BHADRAPPA LAYOUT, KEB COLONY, INDUSTRIAL AREA, HOODI, BENGALURU DIVISION, INDIA"
7454337844,84013956@N00,32:34.0,17.424288,78.48673,"MARIOTT, 500080, SECUNDERABAD, TELANGANA, INDIA"
13357228635,37313707@N00,03:05.0,22.260638,84.884519,"32 PEARLS DENTAL CLINIC AND ADVANCE IMPLANT CENTRE, SECTOR-20, 769014, SECTOR-20, ODHISA, INDIA"
4295217592,60955494@N00,19:49.0,25.31889,83.007545,"TANDON MULTISPECIALITY HOSPITAL AND ISHITA MODERN EYE CARE CENTRE, ST. KABIR ROAD, 221001, ST. KABIR ROAD, VARANASI, UTTAR PRADESH, INDIA"
5017486356,34406101@N05,00:00.0,19.110838,72.829872,"UNION BANK OF INDIA, GURU NANAK ROAD, 400058, GURU NANAK ROAD, MUMBAI, MAHARASHTRA, INDIA"
9655957158,87686038@N07,56:53.0,26.954708,75.842822,"AMER ROAD, 302001, JAIPUR MUNICIPAL CORPORATION, RAJASTHAN, INDIA"
132724245,41894175704@N01,12:01.0,12.91821,77.645185,"1499, 19TH MAIN ROAD, 560034, 19TH MAIN ROAD, BENGALURU DIVISION, INDIA"
550212424,89044848@N00,46:15.0,24.852562,79.92897,"KARMA HOME STAY, JAIN TEMPLE ROAD, 471505, JAIN TEMPLE ROAD, KHAJURAHO, MADHYA PRADESH, INDIA"
1496401372,65809978@N00,31:50.0,28.611839,77.219295,"NATIONAL MUSEUM, JANPATH, 110011, JANPATH, NEW DELHI, DELHI, INDIA"
4364935799,47520364@N03,49:04.0,15.26216,73.922367,"COSTAS MONTAGE, VARCA BENAULIM COLVA, 403724, VARCA BENAULIM COLVA, SOUTH GOA, GOA, INDIA"
411168545,34662197@N00,04:33.0,20.2659,85.842361,"GOVT. RAILWAY POLICE STATION, BHUBANESWAR, LANE NUMBER 1, BUDHESWARI COLONY, 751006, LANE NUMBER 1, BUDHESWARI COLONY, BHUBANESWAR, ODHISA, INDIA"
592786481,14391210@N00,55:25.0,18.553152,73.813598,"LANE NO. 4, 411027, LANE NO. 4, PUNE, MAHARASHTRA, INDIA"
2567715300,25654955@N03,40:47.0,28.60144,77.199897,"TEEN MURTI BHAVAN, TEEN MURTI MARG, 110004, TEEN MURTI MARG, NEW DELHI, DELHI, INDIA"
3693148663,30889436@N05,58:47.0,28.015487,73.33418,"TULSI DHARNIA MEMORIAL CANCER HOSPITAL, SADULGANJ, 334003, SADULGANJ, BIKANER, RAJASTHAN, INDIA"
3716387792,22098403@N00,25:21.0,28.643443,77.11647,"RAJOURI GARDEN, DELHI, INDIA"
6393392049,59407447@N06,30:21.0,12.999143,77.701744,"MLR CONVENTION CENTER, 2/E1, DEVASDABDAR NEAR PHOENIX MARKET CITY WHITEFIELD, ITPL MAIN RD, BHADRAPPA LAYOUT, KEB COLONY, INDUSTRIAL AREA, HOODI, 560048, 2/E1, DEVASDABDAR NEAR PHOENIX MARKET CITY WHITEFIELD, ITPL MAIN RD, BHADRAPPA LAYOUT, KEB COLONY, INDUSTRIAL AREA, HOODI, BENGALURU DIVISION, INDIA"
7454337844,84013956@N00,32:34.0,17.424288,78.48673,"MARIOTT, 500080, SECUNDERABAD, TELANGANA, INDIA"
13357228635,37313707@N00,03:05.0,22.260638,84.884519,"32 PEARLS DENTAL CLINIC AND ADVANCE IMPLANT CENTRE, SECTOR-20, 769014, SECTOR-20, ODHISA, INDIA"
4295217592,60955494@N00,19:49.0,25.31889,83.007545,"TANDON MULTISPECIALITY HOSPITAL AND ISHITA MODERN EYE CARE CENTRE, ST. KABIR ROAD, 221001, ST. KABIR ROAD, VARANASI, UTTAR PRADESH, INDIA"
5017486356,34406101@N05,00:00.0,19.110838,72.829872,"UNION BANK OF INDIA, GURU NANAK ROAD, 400058, GURU NANAK ROAD, MUMBAI, MAHARASHTRA, INDIA"
9655957158,87686038@N07,56:53.0,26.954708,75.842822,"AMER ROAD, 302001, JAIPUR MUNICIPAL CORPORATION, RAJASTHAN, INDIA"
132724245,41894175704@N01,12:01.0,12.91821,77.645185,"1499, 19TH MAIN ROAD, 560034, 19TH MAIN ROAD, BENGALURU DIVISION, INDIA"
550212424,89044848@N00,46:15.0,24.852562,79.92897,"KARMA HOME STAY, JAIN TEMPLE ROAD, 471505, JAIN TEMPLE ROAD, KHAJURAHO, MADHYA PRADESH, INDIA"
1496401372,65809978@N00,31:50.0,28.611839,77.219295,"NATIONAL MUSEUM, JANPATH, 110011, JANPATH, NEW DELHI, DELHI, INDIA"
4364935799,47520364@N03,49:04.0,15.26216,73.922367,"COSTAS MONTAGE, VARCA BENAULIM COLVA, 403724, VARCA BENAULIM COLVA, SOUTH GOA, GOA, INDIA"
3349409988,11124467@N02,08:53.0,27.295528,70.504746,"BIPRASAR NETSI, RAJASTHAN, INDIA"
3405771889,11124467@N02,58:20.0,34.314991,76.841791,"PANJABI DHABA, LADAKH, INDIA"
4381314091,87762368@N00,57:20.0,28.635448,77.215965,"BLUE LINE, BASANT ROAD, 110055, BASANT ROAD, NEW DELHI, DELHI, INDIA"
5355487905,52569650@N00,02:22.0,22.713648,88.37265,"DEWAN MEDICARE AND NURSING HOME, P9CF+795, BARRACKPORE TRUNK RD, 700115, P9CF+795, BARRACKPORE TRUNK RD, KOLKATA, WEST BENGAL, INDIA"
5366015902,20144186@N04,57:20.0,15.602158,73.819877,"GOLDEN RAYS, 403507, MAPUSA, GOA, INDIA"
48942389,37134561@N00,05:02.0,12.972546,77.650648,"KISWA MENS WEAR, THIPPASANDRA MAIN ROAD, 560075, THIPPASANDRA MAIN ROAD, BENGALURU DIVISION, INDIA"
295618608,87983375@N00,00:09.0,15.173624,73.940219,"WILLY'S, MOBOR BEACH, 403731, MOBOR BEACH, CAVELOSSIM, GOA, INDIA"
1708775164,93904837@N00,14:27.0,10.792332,78.731803,"MANJATTIDAL, COILMILLTORAILWAYCOLONYRD, 620016, COILMILLTORAILWAYCOLONYRD, TIRUCHIRAPPALLI, TAMIL NADU, INDIA"
3530593741,72155957@N00,55:35.0,27.205644,78.037047,"राम बाग़, INDIA"
5366019126,20144186@N04,06:01.0,15.602158,73.819877,"GOLDEN RAYS, 403507, MAPUSA, GOA, INDIA"
5457601704,21761122@N06,03:16.0,26.493005,74.554166,"KOHINOOR, VIP ROAD, 305022, VIP ROAD, PUSHKAR, RAJASTHAN, INDIA"
10853530303,72155957@N00,36:17.0,10.853114,78.705196,"SRI JAMBUKESHWARA TEMPLE, SINGLESTREET, 620005, SINGLESTREET, TAMIL NADU, INDIA"
48942389,37134561@N00,05:02.0,12.972546,77.650648,"KISWA MENS WEAR, THIPPASANDRA MAIN ROAD, 560075, THIPPASANDRA MAIN ROAD, BENGALURU DIVISION, INDIA"
295618608,87983375@N00,00:09.0,15.173624,73.940219,"WILLY'S, MOBOR BEACH, 403731, MOBOR BEACH, CAVELOSSIM, GOA, INDIA"
1708775164,93904837@N00,14:27.0,10.792332,78.731803,"MANJATTIDAL, COILMILLTORAILWAYCOLONYRD, 620016, COILMILLTORAILWAYCOLONYRD, TIRUCHIRAPPALLI, TAMIL NADU, INDIA"
3530593741,72155957@N00,55:35.0,27.205644,78.037047,"राम बाग़, INDIA"
5366019126,20144186@N04,06:01.0,15.602158,73.819877,"GOLDEN RAYS, 403507, MAPUSA, GOA, INDIA"
5457601704,21761122@N06,03:16.0,26.493005,74.554166,"KOHINOOR, VIP ROAD, 305022, VIP ROAD, PUSHKAR, RAJASTHAN, INDIA"
10853530303,72155957@N00,36:17.0,10.853114,78.705196,"SRI JAMBUKESHWARA TEMPLE, SINGLESTREET, 620005, SINGLESTREET, TAMIL NADU, INDIA"
261379946,98541816@N00,41:26.0,15.524979,73.752937,"DREAMER'S SHACK, CHAPEL LANE, 403516, CHAPEL LANE, CANDOLIM, GOA, INDIA"
297150947,44124329962@N01,44:42.0,15.006474,74.030513,"JAMIA MASJID, DR. PUNLIK GAITUNDE ROAD, 403702, DR. PUNLIK GAITUNDE ROAD, PALOLEM, GOA, INDIA"
4510183251,48889042138@N01,38:24.0,25.303052,83.007373,"GODOWALIA LANKA ROAD, 221001, GODOWALIA LANKA ROAD, VARANASI, UTTAR PRADESH, INDIA"
5633566527,25869855@N04,48:33.0,12.527047,78.197472,"TRINITY HIGHER SECONDARY SCHOOL, KRISHNAGIRI - RAYAKOTTAI ROAD, 635002, KRISHNAGIRI - RAYAKOTTAI ROAD, KRISHNAGIRI, TAMIL NADU, INDIA"
5879776161,40584328@N00,58:25.0,12.966608,77.583764,"560053, BENGALURU, BENGALURU DIVISION, INDIA"
8948638771,85914824@N00,30:40.0,13.033611,80.209166,"15TH AVENUE, 600001, CHENNAI, TAMIL NADU, INDIA"
9250667429,7458786@N08,12:08.0,9.953749,76.258636,"SUI HOUSE B&B, 8/2010, MAULANA AZAD ROAD, 682002, MAULANA AZAD ROAD, KOCHI, KERALA, INDIA"
48942389,37134561@N00,05:02.0,12.972546,77.650648,"KISWA MENS WEAR, THIPPASANDRA MAIN ROAD, 560075, THIPPASANDRA MAIN ROAD, BENGALURU DIVISION, INDIA"
295618608,87983375@N00,00:09.0,15.173624,73.940219,"WILLY'S, MOBOR BEACH, 403731, MOBOR BEACH, CAVELOSSIM, GOA, INDIA"
1708775164,93904837@N00,14:27.0,10.792332,78.731803,"MANJATTIDAL, COILMILLTORAILWAYCOLONYRD, 620016, COILMILLTORAILWAYCOLONYRD, TIRUCHIRAPPALLI, TAMIL NADU, INDIA"
3530593741,72155957@N00,55:35.0,27.205644,78.037047,"राम बाग़, INDIA"
5366019126,20144186@N04,06:01.0,15.602158,73.819877,"GOLDEN RAYS, 403507, MAPUSA, GOA, INDIA"
5457601704,21761122@N06,03:16.0,26.493005,74.554166,"KOHINOOR, VIP ROAD, 305022, VIP ROAD, PUSHKAR, RAJASTHAN, INDIA"
10853530303,72155957@N00,36:17.0,10.853114,78.705196,"SRI JAMBUKESHWARA TEMPLE, SINGLESTREET, 620005, SINGLESTREET, TAMIL NADU, INDIA"
261379946,98541816@N00,41:26.0,15.524979,73.752937,"DREAMER'S SHACK, CHAPEL LANE, 403516, CHAPEL LANE, CANDOLIM, GOA, INDIA"
297150947,44124329962@N01,44:42.0,15.006474,74.030513,"JAMIA MASJID, DR. PUNLIK GAITUNDE ROAD, 403702, DR. PUNLIK GAITUNDE ROAD, PALOLEM, GOA, INDIA"
4510183251,48889042138@N01,38:24.0,25.303052,83.007373,"GODOWALIA LANKA ROAD, 221001, GODOWALIA LANKA ROAD, VARANASI, UTTAR PRADESH, INDIA"
5633566527,25869855@N04,48:33.0,12.527047,78.197472,"TRINITY HIGHER SECONDARY SCHOOL, KRISHNAGIRI - RAYAKOTTAI ROAD, 635002, KRISHNAGIRI - RAYAKOTTAI ROAD, KRISHNAGIRI, TAMIL NADU, INDIA"
5879776161,40584328@N00,58:25.0,12.966608,77.583764,"560053, BENGALURU, BENGALURU DIVISION, INDIA"
8948638771,85914824@N00,30:40.0,13.033611,80.209166,"15TH AVENUE, 600001, CHENNAI, TAMIL NADU, INDIA"
9250667429,7458786@N08,12:08.0,9.953749,76.258636,"SUI HOUSE B&B, 8/2010, MAULANA AZAD ROAD, 682002, MAULANA AZAD ROAD, KOCHI, KERALA, INDIA"
3514120899,80917797@N00,22:23.0,28.508748,77.029867,"PALAM VIHAR VYAPAR KENDRA, PALAM VIHAR, 122017, PALAM VIHAR, GURUGRAM, HARYĀNA, INDIA"
4563800718,21896103@N06,24:57.0,13.25089,77.714366,"MANASA HOSPITAL, DEVANA HALLI TOWN, 562110, DEVANAHALLI, KARNATAKA, INDIA"
5430728157,24605848@N03,42:51.0,12.948979,77.572848,"NATIONAL COLLEGE AND SCHOOL, KRISHNARAJENDRA ROAD, 560004, KRISHNARAJENDRA ROAD, BENGALURU, BENGALURU DIVISION, INDIA"
6948982238,37850683@N04,55:09.0,30.098949,79.924163,"UMULA, UTTARAKHAND, INDIA"
8737611693,58589111@N04,15:54.0,26.913172,70.911994,"BELLISSIMAFORT SHOP, PANSARI BAZAR, 345001, PANSARI BAZAR, JAISALMER, RAJASTHAN, INDIA"
9000440902,32962043@N02,09:14.0,17.385158,78.40078,"COMMONER STAIRS, 500048, TELANGANA, INDIA"
48942389,37134561@N00,05:02.0,12.972546,77.650648,"KISWA MENS WEAR, THIPPASANDRA MAIN ROAD, 560075, THIPPASANDRA MAIN ROAD, BENGALURU DIVISION, INDIA"
295618608,87983375@N00,00:09.0,15.173624,73.940219,"WILLY'S, MOBOR BEACH, 403731, MOBOR BEACH, CAVELOSSIM, GOA, INDIA"
1708775164,93904837@N00,14:27.0,10.792332,78.731803,"MANJATTIDAL, COILMILLTORAILWAYCOLONYRD, 620016, COILMILLTORAILWAYCOLONYRD, TIRUCHIRAPPALLI, TAMIL NADU, INDIA"
3530593741,72155957@N00,55:35.0,27.205644,78.037047,"राम बाग़, INDIA"
5366019126,20144186@N04,06:01.0,15.602158,73.819877,"GOLDEN RAYS, 403507, MAPUSA, GOA, INDIA"
5457601704,21761122@N06,03:16.0,26.493005,74.554166,"KOHINOOR, VIP ROAD, 305022, VIP ROAD, PUSHKAR, RAJASTHAN, INDIA"
10853530303,72155957@N00,36:17.0,10.853114,78.705196,"SRI JAMBUKESHWARA TEMPLE, SINGLESTREET, 620005, SINGLESTREET, TAMIL NADU, INDIA"
261379946,98541816@N00,41:26.0,15.524979,73.752937,"DREAMER'S SHACK, CHAPEL LANE, 403516, CHAPEL LANE, CANDOLIM, GOA, INDIA"
297150947,44124329962@N01,44:42.0,15.006474,74.030513,"JAMIA MASJID, DR. PUNLIK GAITUNDE ROAD, 403702, DR. PUNLIK GAITUNDE ROAD, PALOLEM, GOA, INDIA"
4510183251,48889042138@N01,38:24.0,25.303052,83.007373,"GODOWALIA LANKA ROAD, 221001, GODOWALIA LANKA ROAD, VARANASI, UTTAR PRADESH, INDIA"
5633566527,25869855@N04,48:33.0,12.527047,78.197472,"TRINITY HIGHER SECONDARY SCHOOL, KRISHNAGIRI - RAYAKOTTAI ROAD, 635002, KRISHNAGIRI - RAYAKOTTAI ROAD, KRISHNAGIRI, TAMIL NADU, INDIA"
5879776161,40584328@N00,58:25.0,12.966608,77.583764,"560053, BENGALURU, BENGALURU DIVISION, INDIA"
8948638771,85914824@N00,30:40.0,13.033611,80.209166,"15TH AVENUE, 600001, CHENNAI, TAMIL NADU, INDIA"
9250667429,7458786@N08,12:08.0,9.953749,76.258636,"SUI HOUSE B&B, 8/2010, MAULANA AZAD ROAD, 682002, MAULANA AZAD ROAD, KOCHI, KERALA, INDIA"
3514120899,80917797@N00,22:23.0,28.508748,77.029867,"PALAM VIHAR VYAPAR KENDRA, PALAM VIHAR, 122017, PALAM VIHAR, GURUGRAM, HARYĀNA, INDIA"
4563800718,21896103@N06,24:57.0,13.25089,77.714366,"MANASA HOSPITAL, DEVANA HALLI TOWN, 562110, DEVANAHALLI, KARNATAKA, INDIA"
5430728157,24605848@N03,42:51.0,12.948979,77.572848,"NATIONAL COLLEGE AND SCHOOL, KRISHNARAJENDRA ROAD, 560004, KRISHNARAJENDRA ROAD, BENGALURU, BENGALURU DIVISION, INDIA"
6948982238,37850683@N04,55:09.0,30.098949,79.924163,"UMULA, UTTARAKHAND, INDIA"
8737611693,58589111@N04,15:54.0,26.913172,70.911994,"BELLISSIMAFORT SHOP, PANSARI BAZAR, 345001, PANSARI BAZAR, JAISALMER, RAJASTHAN, INDIA"
9000440902,32962043@N02,09:14.0,17.385158,78.40078,"COMMONER STAIRS, 500048, TELANGANA, INDIA"
2300765020,48889080879@N01,21:37.0,12.971103,77.559442,"BINNIPETE WARD, BENGALURU, BENGALURU DIVISION, INDIA"
2780588856,44124455505@N01,45:20.0,32.235963,77.165565,"MANDIR, LAMADUGH, 175131, LAMADUGH, MANALI, HIMACHAL PRADESH, INDIA"
4466419030,38458469@N02,29:13.0,30.105038,78.294668,"ENTRANCE GATE 1, 249201, RISHIKESH, INDIA"
6337623458,50979393@N00,56:53.0,26.301025,73.030558,"NON-VEG ZONE, NAGORI GATE CHAURAHA, 342003, NAGORI GATE CHAURAHA, JODHPUR, RAJASTHAN, INDIA"
10358351206,8540256@N08,24:35.0,25.308338,83.010206,"VISHNU TEA EMPORIUM, DASHASHWAMEDH ROAD, 221001, DASHASHWAMEDH ROAD, VARANASI, UTTAR PRADESH, INDIA"
1400284475,47565600@N00,22:24.0,15.383349,73.837051,"ICICI BANK ATM, AIRPORT ROAD, 403802, AIRPORT ROAD, DABOLIM, GOA, INDIA"
4631626296,88426469@N00,11:27.0,12.970168,77.593216,"SREE KANTEERAVA OUTDOOR STADIUM, VITTAL MALLYA ROAD, 560001, VITTAL MALLYA ROAD, BENGALURU, KARNATAKA, INDIA"
5366537314,48587703@N00,50:38.0,22.564561,72.92407,"NISHKA ENT & HEAD AND NECK SURGEON, BAKROL ROAD, 388120, BAKROL ROAD, ANAND, GUJARAT, INDIA"
5427347089,61009686@N00,53:42.0,33.64967,76.996574,"ZANGLA PALACE, ZANGLA, LADAKH, INDIA"
6491947069,59151633@N00,39:16.0,28.656432,77.2322,"BAHI MATI DASS MUSEUM, H.C. SEN MARG, 110006, H.C. SEN MARG, DELHI, INDIA"
9394331636,86292040@N00,19:59.0,19.056166,72.839833,"GURUNANAK MARG (TURNER ROAD), 400050, MUMBAI, MAHARASHTRA, INDIA"
1400284475,47565600@N00,22:24.0,15.383349,73.837051,"ICICI BANK ATM, AIRPORT ROAD, 403802, AIRPORT ROAD, DABOLIM, GOA, INDIA"
4631626296,88426469@N00,11:27.0,12.970168,77.593216,"SREE KANTEERAVA OUTDOOR STADIUM, VITTAL MALLYA ROAD, 560001, VITTAL MALLYA ROAD, BENGALURU, KARNATAKA, INDIA"
5366537314,48587703@N00,50:38.0,22.564561,72.92407,"NISHKA ENT & HEAD AND NECK SURGEON, BAKROL ROAD, 388120, BAKROL ROAD, ANAND, GUJARAT, INDIA"
5427347089,61009686@N00,53:42.0,33.64967,76.996574,"ZANGLA PALACE, ZANGLA, LADAKH, INDIA"
6491947069,59151633@N00,39:16.0,28.656432,77.2322,"BAHI MATI DASS MUSEUM, H.C. SEN MARG, 110006, H.C. SEN MARG, DELHI, INDIA"
9394331636,86292040@N00,19:59.0,19.056166,72.839833,"GURUNANAK MARG (TURNER ROAD), 400050, MUMBAI, MAHARASHTRA, INDIA"
610492243,89044848@N00,31:15.0,25.350483,78.647539,"RAMJI MAHAL, MAIN ROAD NEAR RIVER, 472246, MAIN ROAD NEAR RIVER, ORCHHA, MADHYA PRADESH, INDIA"
1803683531,78988474@N00,03:05.0,27.187921,78.011169,"SINDHI MARKET, CHURCH ROAD, 282003, CHURCH ROAD, AGRA, UTTAR PRADESH, INDIA"
4699642199,25252126@N08,03:02.0,10.824538,78.696956,"CHITTRAMBALAM DENTAL CLINIC, THERADY BAZAAR, 620002, THERADY BAZAAR, TIRUCHIRAPPALLI, TAMIL NADU, INDIA"
5382186560,48587703@N00,00:07.0,22.487181,73.532352,"MANDVUOR CUSTOM HOUSE, 389360, GUJARAT, INDIA"
5648544043,37850683@N04,06:22.0,28.509502,77.261202,"GHIYAS-UD-DIN TUGHLAQ'S TOMB, CAUSEWAY TO GHIYAS-UD-DIN TUGHLAQ'S TOMB, 110080, CAUSEWAY TO GHIYAS-UD-DIN TUGHLAQ'S TOMB, DELHI, INDIA"
6221098681,85855348@N00,21:20.0,26.927786,75.787952,"SHAHPURA HOUSE, DEVI MARG, 302006, DEVI MARG, JAIPUR, RAJASTHAN, INDIA"
6339640073,29860153@N03,12:35.0,12.44202,75.248329,"NEELAMKAYAM VCB, 671532, INDIA"
1400284475,47565600@N00,22:24.0,15.383349,73.837051,"ICICI BANK ATM, AIRPORT ROAD, 403802, AIRPORT ROAD, DABOLIM, GOA, INDIA"
4631626296,88426469@N00,11:27.0,12.970168,77.593216,"SREE KANTEERAVA OUTDOOR STADIUM, VITTAL MALLYA ROAD, 560001, VITTAL MALLYA ROAD, BENGALURU, KARNATAKA, INDIA"
5366537314,48587703@N00,50:38.0,22.564561,72.92407,"NISHKA ENT & HEAD AND NECK SURGEON, BAKROL ROAD, 388120, BAKROL ROAD, ANAND, GUJARAT, INDIA"
5427347089,61009686@N00,53:42.0,33.64967,76.996574,"ZANGLA PALACE, ZANGLA, LADAKH, INDIA"
6491947069,59151633@N00,39:16.0,28.656432,77.2322,"BAHI MATI DASS MUSEUM, H.C. SEN MARG, 110006, H.C. SEN MARG, DELHI, INDIA"
9394331636,86292040@N00,19:59.0,19.056166,72.839833,"GURUNANAK MARG (TURNER ROAD), 400050, MUMBAI, MAHARASHTRA, INDIA"
610492243,89044848@N00,31:15.0,25.350483,78.647539,"RAMJI MAHAL, MAIN ROAD NEAR RIVER, 472246, MAIN ROAD NEAR RIVER, ORCHHA, MADHYA PRADESH, INDIA"
1803683531,78988474@N00,03:05.0,27.187921,78.011169,"SINDHI MARKET, CHURCH ROAD, 282003, CHURCH ROAD, AGRA, UTTAR PRADESH, INDIA"
4699642199,25252126@N08,03:02.0,10.824538,78.696956,"CHITTRAMBALAM DENTAL CLINIC, THERADY BAZAAR, 620002, THERADY BAZAAR, TIRUCHIRAPPALLI, TAMIL NADU, INDIA"
5382186560,48587703@N00,00:07.0,22.487181,73.532352,"MANDVUOR CUSTOM HOUSE, 389360, GUJARAT, INDIA"
5648544043,37850683@N04,06:22.0,28.509502,77.261202,"GHIYAS-UD-DIN TUGHLAQ'S TOMB, CAUSEWAY TO GHIYAS-UD-DIN TUGHLAQ'S TOMB, 110080, CAUSEWAY TO GHIYAS-UD-DIN TUGHLAQ'S TOMB, DELHI, INDIA"
6221098681,85855348@N00,21:20.0,26.927786,75.787952,"SHAHPURA HOUSE, DEVI MARG, 302006, DEVI MARG, JAIPUR, RAJASTHAN, INDIA"
6339640073,29860153@N03,12:35.0,12.44202,75.248329,"NEELAMKAYAM VCB, 671532, INDIA"
123827847,48889048097@N01,56:46.0,10.935124,79.278373,"THANJAVUR-KUMBAKONAM ROAD, 614200, PAPANASAM, TAMIL NADU, INDIA"
600499702,89044848@N00,03:48.0,12.308053,76.653885,"MYSORE CITY BUS STAND, SAYYAJI RAO ROAD, 570001, SAYYAJI RAO ROAD, MYSORE, MYSURU DIVISION, INDIA"
2320474575,42389268@N00,14:15.0,15.313492,74.302597,"DUDHSAGAR, DUDHSAGAR WATERFALL WALKING TOUR, DUDHSAGAR WATERFALL WALKING TOUR, COLLEM, GOA, INDIA"
3353583287,21874540@N00,08:20.0,27.086493,77.664499,"FATEHPUR SIKRI, 283110, UTTAR PRADESH, INDIA"
7578680758,61784959@N00,50:39.0,27.181432,78.021426,"MOTI MASJID, MINAR BAZAAR, 282003, MINAR BAZAAR, AGRA, UTTAR PRADESH, INDIA"
1400284475,47565600@N00,22:24.0,15.383349,73.837051,"ICICI BANK ATM, AIRPORT ROAD, 403802, AIRPORT ROAD, DABOLIM, GOA, INDIA"
4631626296,88426469@N00,11:27.0,12.970168,77.593216,"SREE KANTEERAVA OUTDOOR STADIUM, VITTAL MALLYA ROAD, 560001, VITTAL MALLYA ROAD, BENGALURU, KARNATAKA, INDIA"
5366537314,48587703@N00,50:38.0,22.564561,72.92407,"NISHKA ENT & HEAD AND NECK SURGEON, BAKROL ROAD, 388120, BAKROL ROAD, ANAND, GUJARAT, INDIA"
5427347089,61009686@N00,53:42.0,33.64967,76.996574,"ZANGLA PALACE, ZANGLA, LADAKH, INDIA"
6491947069,59151633@N00,39:16.0,28.656432,77.2322,"BAHI MATI DASS MUSEUM, H.C. SEN MARG, 110006, H.C. SEN MARG, DELHI, INDIA"
9394331636,86292040@N00,19:59.0,19.056166,72.839833,"GURUNANAK MARG (TURNER ROAD), 400050, MUMBAI, MAHARASHTRA, INDIA"
